id,user_id,title,summary,content,cover_avatar,label,subject,sub_classify,type,visible_range,page_views,like_count,collect_count,comment_count,create_time,update_time
700000000000000001,10001,Forum Post 1 Java,Summary for forum post 1 about 后端开发,This is forum post 1 content with practical notes on Java and 后端开发,https://cdn.knowledgelink.local/forum/cover_1.jpg,Java,后端开发,基础,技术分享,公开,37,8,4,4,2026-01-01 08:13:00,2026-01-01 08:33:00
700000000000000002,10002,Forum Post 2 SpringBoot,Summary for forum post 2 about 数据库,This is forum post 2 content with practical notes on SpringBoot and 数据库,https://cdn.knowledgelink.local/forum/cover_2.jpg,SpringBoot,数据库,进阶,问题求助,公开,44,13,7,8,2026-01-01 08:26:00,2026-01-01 08:46:00
700000000000000003,10003,Forum Post 3 MySQL,Summary for forum post 3 about 中间件,This is forum post 3 content with practical notes on MySQL and 中间件,https://cdn.knowledgelink.local/forum/cover_3.jpg,MySQL,中间件,实战,经验总结,公开,51,18,10,12,2026-01-01 08:39:00,2026-01-01 08:59:00
700000000000000004,10004,Forum Post 4 Redis,Summary for forum post 4 about 系统设计,This is forum post 4 content with practical notes on Redis and 系统设计,https://cdn.knowledgelink.local/forum/cover_4.jpg,Redis,系统设计,踩坑,技术分享,公开,58,23,13,16,2026-01-01 08:52:00,2026-01-01 09:12:00
700000000000000005,10005,Forum Post 5 Elasticsearch,Summary for forum post 5 about 性能优化,This is forum post 5 content with practical notes on Elasticsearch and 性能优化,https://cdn.knowledgelink.local/forum/cover_5.jpg,Elasticsearch,性能优化,面试,问题求助,公开,65,28,16,20,2026-01-01 09:05:00,2026-01-01 09:25:00
700000000000000006,10006,Forum Post 6 Java,Summary for forum post 6 about 后端开发,This is forum post 6 content with practical notes on Java and 后端开发,https://cdn.knowledgelink.local/forum/cover_6.jpg,Java,后端开发,基础,经验总结,公开,72,33,19,24,2026-01-01 09:18:00,2026-01-01 09:38:00
700000000000000007,10007,Forum Post 7 SpringBoot,Summary for forum post 7 about 数据库,This is forum post 7 content with practical notes on SpringBoot and 数据库,https://cdn.knowledgelink.local/forum/cover_7.jpg,SpringBoot,数据库,进阶,技术分享,公开,79,38,22,28,2026-01-01 09:31:00,2026-01-01 09:51:00
700000000000000008,10008,Forum Post 8 MySQL,Summary for forum post 8 about 中间件,This is forum post 8 content with practical notes on MySQL and 中间件,https://cdn.knowledgelink.local/forum/cover_8.jpg,MySQL,中间件,实战,问题求助,公开,86,43,25,32,2026-01-01 09:44:00,2026-01-01 10:04:00
700000000000000009,10009,Forum Post 9 Redis,Summary for forum post 9 about 系统设计,This is forum post 9 content with practical notes on Redis and 系统设计,https://cdn.knowledgelink.local/forum/cover_9.jpg,Redis,系统设计,踩坑,经验总结,公开,93,48,28,36,2026-01-01 09:57:00,2026-01-01 10:17:00
700000000000000010,10010,Forum Post 10 Elasticsearch,Summary for forum post 10 about 性能优化,This is forum post 10 content with practical notes on Elasticsearch and 性能优化,https://cdn.knowledgelink.local/forum/cover_10.jpg,Elasticsearch,性能优化,面试,技术分享,公开,100,53,31,40,2026-01-01 10:10:00,2026-01-01 10:30:00
700000000000000011,10011,Forum Post 11 Java,Summary for forum post 11 about 后端开发,This is forum post 11 content with practical notes on Java and 后端开发,https://cdn.knowledgelink.local/forum/cover_11.jpg,Java,后端开发,基础,问题求助,公开,107,58,34,44,2026-01-01 10:23:00,2026-01-01 10:43:00
700000000000000012,10012,Forum Post 12 SpringBoot,Summary for forum post 12 about 数据库,This is forum post 12 content with practical notes on SpringBoot and 数据库,https://cdn.knowledgelink.local/forum/cover_12.jpg,SpringBoot,数据库,进阶,经验总结,公开,114,63,37,48,2026-01-01 10:36:00,2026-01-01 10:56:00
700000000000000013,10013,Forum Post 13 MySQL,Summary for forum post 13 about 中间件,This is forum post 13 content with practical notes on MySQL and 中间件,https://cdn.knowledgelink.local/forum/cover_13.jpg,MySQL,中间件,实战,技术分享,公开,121,68,40,52,2026-01-01 10:49:00,2026-01-01 11:09:00
700000000000000014,10014,Forum Post 14 Redis,Summary for forum post 14 about 系统设计,This is forum post 14 content with practical notes on Redis and 系统设计,https://cdn.knowledgelink.local/forum/cover_14.jpg,Redis,系统设计,踩坑,问题求助,公开,128,73,43,56,2026-01-01 11:02:00,2026-01-01 11:22:00
700000000000000015,10015,Forum Post 15 Elasticsearch,Summary for forum post 15 about 性能优化,This is forum post 15 content with practical notes on Elasticsearch and 性能优化,https://cdn.knowledgelink.local/forum/cover_15.jpg,Elasticsearch,性能优化,面试,经验总结,公开,135,78,46,60,2026-01-01 11:15:00,2026-01-01 11:35:00
700000000000000016,10016,Forum Post 16 Java,Summary for forum post 16 about 后端开发,This is forum post 16 content with practical notes on Java and 后端开发,https://cdn.knowledgelink.local/forum/cover_16.jpg,Java,后端开发,基础,技术分享,公开,142,83,49,64,2026-01-01 11:28:00,2026-01-01 11:48:00
700000000000000017,10017,Forum Post 17 SpringBoot,Summary for forum post 17 about 数据库,This is forum post 17 content with practical notes on SpringBoot and 数据库,https://cdn.knowledgelink.local/forum/cover_17.jpg,SpringBoot,数据库,进阶,问题求助,公开,149,88,52,68,2026-01-01 11:41:00,2026-01-01 12:01:00
700000000000000018,10018,Forum Post 18 MySQL,Summary for forum post 18 about 中间件,This is forum post 18 content with practical notes on MySQL and 中间件,https://cdn.knowledgelink.local/forum/cover_18.jpg,MySQL,中间件,实战,经验总结,公开,156,93,55,72,2026-01-01 11:54:00,2026-01-01 12:14:00
700000000000000019,10019,Forum Post 19 Redis,Summary for forum post 19 about 系统设计,This is forum post 19 content with practical notes on Redis and 系统设计,https://cdn.knowledgelink.local/forum/cover_19.jpg,Redis,系统设计,踩坑,技术分享,公开,163,98,58,76,2026-01-01 12:07:00,2026-01-01 12:27:00
700000000000000020,10020,Forum Post 20 Elasticsearch,Summary for forum post 20 about 性能优化,This is forum post 20 content with practical notes on Elasticsearch and 性能优化,https://cdn.knowledgelink.local/forum/cover_20.jpg,Elasticsearch,性能优化,面试,问题求助,公开,170,103,61,80,2026-01-01 12:20:00,2026-01-01 12:40:00
700000000000000021,10021,Forum Post 21 Java,Summary for forum post 21 about 后端开发,This is forum post 21 content with practical notes on Java and 后端开发,https://cdn.knowledgelink.local/forum/cover_21.jpg,Java,后端开发,基础,经验总结,公开,177,108,64,84,2026-01-01 12:33:00,2026-01-01 12:53:00
700000000000000022,10022,Forum Post 22 SpringBoot,Summary for forum post 22 about 数据库,This is forum post 22 content with practical notes on SpringBoot and 数据库,https://cdn.knowledgelink.local/forum/cover_22.jpg,SpringBoot,数据库,进阶,技术分享,公开,184,113,67,88,2026-01-01 12:46:00,2026-01-01 13:06:00
700000000000000023,10023,Forum Post 23 MySQL,Summary for forum post 23 about 中间件,This is forum post 23 content with practical notes on MySQL and 中间件,https://cdn.knowledgelink.local/forum/cover_23.jpg,MySQL,中间件,实战,问题求助,公开,191,118,70,92,2026-01-01 12:59:00,2026-01-01 13:19:00
700000000000000024,10024,Forum Post 24 Redis,Summary for forum post 24 about 系统设计,This is forum post 24 content with practical notes on Redis and 系统设计,https://cdn.knowledgelink.local/forum/cover_24.jpg,Redis,系统设计,踩坑,经验总结,公开,198,123,73,96,2026-01-01 13:12:00,2026-01-01 13:32:00
700000000000000025,10025,Forum Post 25 Elasticsearch,Summary for forum post 25 about 性能优化,This is forum post 25 content with practical notes on Elasticsearch and 性能优化,https://cdn.knowledgelink.local/forum/cover_25.jpg,Elasticsearch,性能优化,面试,技术分享,公开,205,128,76,100,2026-01-01 13:25:00,2026-01-01 13:45:00
700000000000000026,10026,Forum Post 26 Java,Summary for forum post 26 about 后端开发,This is forum post 26 content with practical notes on Java and 后端开发,https://cdn.knowledgelink.local/forum/cover_26.jpg,Java,后端开发,基础,问题求助,公开,212,133,79,104,2026-01-01 13:38:00,2026-01-01 13:58:00
700000000000000027,10027,Forum Post 27 SpringBoot,Summary for forum post 27 about 数据库,This is forum post 27 content with practical notes on SpringBoot and 数据库,https://cdn.knowledgelink.local/forum/cover_27.jpg,SpringBoot,数据库,进阶,经验总结,公开,219,138,82,108,2026-01-01 13:51:00,2026-01-01 14:11:00
700000000000000028,10028,Forum Post 28 MySQL,Summary for forum post 28 about 中间件,This is forum post 28 content with practical notes on MySQL and 中间件,https://cdn.knowledgelink.local/forum/cover_28.jpg,MySQL,中间件,实战,技术分享,公开,226,143,85,112,2026-01-01 14:04:00,2026-01-01 14:24:00
700000000000000029,10029,Forum Post 29 Redis,Summary for forum post 29 about 系统设计,This is forum post 29 content with practical notes on Redis and 系统设计,https://cdn.knowledgelink.local/forum/cover_29.jpg,Redis,系统设计,踩坑,问题求助,公开,233,148,88,116,2026-01-01 14:17:00,2026-01-01 14:37:00
